rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,len,seq,sysid,compid,msgid,fromlcm,payload64
1402603685812233303,,331,,0,0,'',28,29,1,50,30,False,
1402603686201973358,,332,,0,0,'',20,41,1,50,74,False,"[0, 9223372036854775808L]"
1402603686207900612,,333,,0,0,'',28,42,1,50,30,False,
1402603686212938891,,334,,0,0,'',20,43,1,50,74,False,"[0, 9223372036854775808L]"
1402603686215939036,,335,,0,0,'',9,44,1,50,0,False,[349323648827588608]
1402603686304828697,,336,,0,0,'',31,45,1,50,1,False,"[17179869188, 3299452704954253316, 65436]"
1402603686403821241,,337,,0,0,'',62,46,1,50,105,False,"[33009843, 13692900138483241444L, 4391349255874689851, 4395728294936240923, 4479383823242085388, 4935106394130474988, 4691596938691215360]"
1402603686409787621,,338,,0,0,'',28,47,1,50,30,False,
1402603686495783227,,339,,0,0,'',20,48,1,50,74,False,"[0, 9223372036854775808L]"
1402603686593699819,,340,,0,0,'',20,56,1,50,74,False,"[0, 9223372036854775808L]"
1402603686599700513,,341,,0,0,'',28,57,1,50,30,False,
1402603686604653683,,342,,0,0,'',20,58,1,50,74,False,"[0, 9223372036854775808L]"
1402603686689721084,,343,,0,0,'',28,59,1,50,32,False,
1402603686693608898,,344,,0,0,'',15,60,1,50,52,False,[0]
1402603686698668916,,345,,0,0,'',20,61,1,50,58,False,"[4361779850206282300, 13831658364214519355L]"
1402603686790536004,,346,,0,0,'',28,62,1,50,30,False,
1402603686794520570,,347,,0,0,'',20,63,1,50,74,False,"[0, 9223372036854775808L]"
1402603686881944625,,348,,0,0,'',28,64,1,50,30,False,
1402603686886873479,,349,,0,0,'',20,65,1,50,74,False,"[0, 9223372036854775808L]"
1402603686893263793,,350,,0,0,'',28,66,1,50,30,False,
1402603686980928810,,351,,0,0,'',20,67,1,50,74,False,"[0, 9223372036854775808L]"
1402603686987628316,,352,,0,0,'',28,68,1,50,32,False,
1402603686991525832,,353,,0,0,'',15,69,1,50,52,False,[0]
1402603687079480342,,354,,0,0,'',20,70,1,50,58,False,"[4435036440199463816, 13831090934601345831L]"
1402603687085498402,,355,,0,0,'',28,71,1,50,30,False,
